0.000000000000000000e+00,9.059750430971180712e-02,6.906230388042871038e-01,5.320872176719878555e-01,4.762484647798143067e-01,4.359583297462211737e-01,4.984718703484933844e-01,6.464727673180953316e-01,7.846890900696051885e-01,9.561222642538959038e-01,5.835291864992446786e-01,5.368129743183789326e-01,8.639065941903136814e-01,9.581516562136562776e-01,6.203344175081533241e-01,7.466963910586684738e-01,1.275267548027289033e-01,2.821195269373115710e-01,3.154282088543677309e-01,2.174829023985501708e-01,6.119588165053406748e-01,3.658813046678782710e-01,4.850812772086305902e-01,4.125252479050689480e-01,2.716037582730584932e-01,6.335605556684484885e-01,9.082131029187918703e-01,6.398593026332304312e-01,3.177401649821698371e-01,9.604002127420231405e-01,1.820794889742516354e-02,3.171690706752444688e-01,5.214863252561630080e-02,7.033418230499727253e-01,7.553998783490816216e-01,7.947447085687685542e-01,1.943554736898929214e-01,2.800287176045432869e-01,9.750491288633148512e-01,3.353149967090824912e-01,8.774792368847272872e-01,6.149712799232984750e-01,1.034654902918156205e-01,2.860225582790466570e-01,8.153234661556949536e-01,2.537057387132549691e-01,7.627686048679256370e-01,7.979349866410356817e-01,7.949733319334506554e-02,8.557199681732374774e-02,4.163502607834631553e-01,3.654082436769512388e-02,4.470731702995968115e-01,5.274160565891785613e-01,3.444628126374555954e-01,7.490991384252763119e-01,3.287578493017291326e-01,4.496235321090432668e-01,9.161549530807850950e-01,1.234180115226144459e-01,1.038373328718270594e-01,9.040503417392250496e-01,5.060306622626055129e-01,8.785516436479079427e-02,6.785512268649888101e-01,8.605154643629961964e-01,2.674974069565995149e-01,9.459848242727264545e-01,7.985540427175528144e-01,4.884137121533871362e-02,6.160025020237525073e-01,4.037039771765638108e-01,2.097665539185235017e-01,6.673783896107611247e-01,9.422938411044801121e-02,3.957617343407977550e-01,1.986882311970583626e-02,8.728771569700155553e-02,2.349638508766082046e-01,6.252834148854603535e-01,5.552092137876187827e-01,7.535199482141878846e-01,3.270612784261609507e-01
9.059750430971180712e-02,0.000000000000000000e+00,4.495828224960196629e-02,6.791418549709438146e-01,3.313538427295659172e-02,9.972896826307171558e-01,1.289367451640446305e-01,9.236092882200366283e-01,8.147578772821493232e-01,5.009420225380796232e-01,3.792371827850997690e-01,5.558441425165595584e-01,1.423048725731600461e-01,8.360138647062789197e-01,7.305136948808998998e-01,9.187394251911705778e-01,8.572085556012087881e-01,3.100076795298878363e-02,3.434742225038461827e-01,6.168408361107680093e-01,6.787130136108822098e-01,1.054487097703048493e-01,7.079284410054841326e-01,5.426710650066466357e-01,4.322593815156428043e-01,5.875187772370649153e-02,5.990664590104692877e-01,9.100567595684647682e-01,6.335847213850011039e-01,4.242585188414698116e-01,6.365741515585543464e-02,1.421962650930997940e-01,6.140057645077229287e-01,7.218023468330375669e-01,7.282840201417697390e-01,2.503452572054863934e-01,6.997274000244292358e-01,4.019200478187305858e-01,1.128773379919580933e-01,8.345848405718251373e-01,6.022109731774530905e-01,7.295293919441458996e-02,6.109838507335759727e-01,8.971010327631206982e-01,7.978801391918802777e-01,4.120707933375044041e-01,3.263855564721969138e-01,1.123299645487908505e-01,6.966471666063099866e-01,3.094286838904727333e-01,5.820969797370485477e-01,5.534009178011393137e-01,3.791040852428104735e-01,1.873148107048560052e-01,9.831464072779935170e-01,6.323021376798606541e-01,5.723523670508811056e-01,4.323021191287851339e-01,7.549873167697497278e-01,2.022366232266914476e-01,7.750052044299021725e-01,4.657206610658864987e-01,6.728328927622825306e-01,7.634569346307861215e-01,9.372133899608757757e-01,7.087965310659627427e-01,1.350816135254261363e-01,5.548643321675371665e-01,1.708201113883891509e-01,9.982307158964156546e-01,8.543716373945065001e-02,3.428441285393413196e-01,8.024715717499169010e-01,6.288644682473266689e-01,6.717360711054087830e-02,5.378739004488116704e-01,2.444466862393355200e-01,3.002630205849647904e-01,4.339816430666550984e-01,7.508469062191613919e-02,7.725439637202098364e-01,3.793689670440081319e-02,9.535528450159578284e-01
6.906230388042871038e-01,4.495828224960196629e-02,0.000000000000000000e+00,8.763138012902399465e-01,6.106407542902922980e-01,2.015069678968528510e-01,5.087404352509811156e-01,6.064843279632659012e-02,1.529905638688834335e-01,7.115670833821039487e-01,6.951100468719738634e-01,3.447009114532824103e-01,5.555592897258645468e-01,2.630216632969238910e-01,4.787684925304517281e-01,2.470626770718765686e-01,3.517208591941938245e-01,8.509170903279281717e-01,8.696163125786119386e-01,5.605315007192807064e-01,5.530800848305734707e-01,5.968717610822354969e-01,3.562986141445682042e-01,4.164881345780239164e-01,4.262463107198413148e-01,3.594690040056941482e-01,7.699355995974953570e-01,7.485969371048296628e-01,8.769703429865874922e-01,3.111770728938286767e-01,4.013882593172221069e-01,6.679993691951027213e-01,4.239151248144323869e-01,7.665287643053229072e-01,4.180439638734652075e-01,1.114236502284079444e-01,5.267727138156486077e-02,8.905380661176498513e-01,7.366046568409717610e-01,3.886747893498463391e-01,9.936502708779488824e-01,2.721279547619204209e-01,3.063949727834199832e-01,9.539012333291270185e-01,5.642543077739736734e-02,9.145144288576989577e-02,6.924751028113639295e-01,1.703710277792775951e-01,5.404786680503410601e-01,2.399192097566326121e-01,1.618029440099841842e-01,3.879015629233635298e-01,3.355168023148542567e-01,9.508487120050552743e-01,8.527455906295039467e-01,6.203054984805118632e-01,4.300650324206322095e-01,6.388534454986690703e-01,8.485110147971099970e-01,1.068734943515001756e-01,6.863729863970646772e-01,7.763287430336032191e-01,6.556013778918501345e-02,9.666256315896241125e-01,6.418733837452975655e-01,2.217042110956393142e-01,8.401557000799740882e-01,5.510397845604390055e-01,2.418686160474269320e-01,1.584014578994855649e-01,1.737602512625676665e-01,5.762186267173394771e-01,3.099866772352188882e-02,3.663885778315978392e-01,9.593539751914852420e-01,9.851128386919935087e-01,5.031368817594921161e-01,9.878715454837160292e-01,2.244190252343978287e-01,7.561411143209572083e-01,9.293740794800668947e-01,2.619326019605476841e-01,9.792553221094313365e-02
5.320872176719878555e-01,6.791418549709438146e-01,8.763138012902399465e-01,0.000000000000000000e+00,8.497258033914076858e-01,8.538616296933857486e-01,7.730809355105736635e-01,6.707394719958397200e-01,1.733507342260542927e-01,2.509541915100262921e-01,1.722780975887734378e-01,5.629051985504960331e-01,4.881677765886599518e-01,4.540524031525207116e-01,7.650615549729888887e-01,6.847909600047079604e-01,6.555742904201611321e-01,7.363826218691836845e-01,1.011918202557080537e-01,1.689644927306045430e-01,5.086906191316705739e-01,1.820079232494026256e-01,8.163098092429059705e-01,3.372850247366586673e-01,6.091211016820592405e-01,2.151049383147927152e-01,9.541585289767433586e-01,1.510346272115672406e-01,5.801948350698274970e-01,4.237029567545114173e-01,2.860503713612210230e-01,8.666482767820768984e-01,8.753801201855425651e-01,6.247501615313288958e-03,9.536533754786361561e-01,3.929041861541860969e-01,2.314699475980630528e-01,4.025432918439889596e-01,6.510484739664184062e-01,9.029617194615503495e-01,1.868396121641705543e-01,3.449430865933326151e-01,7.851815804465311910e-01,7.765951096375887097e-01,2.460481021192116868e-01,9.553315358464026241e-01,7.968731693197582677e-01,2.758387581701312596e-01,8.631356756261665542e-02,3.973722743521825862e-01,1.781667055567726088e-02,6.629850873799658650e-01,2.504666971790618923e-01,4.493155425553188032e-01,6.678749196677900013e-01,6.302524413873966669e-01,4.095089377766250038e-01,3.376982684473844865e-01,9.379258955341741588e-01,7.994171224329920111e-01,7.178697452775615329e-01,8.499602333697892087e-01,1.484203972123462334e-01,4.157174141469117679e-01,6.931413078047897747e-01,6.687850690413810195e-02,6.080922138813636968e-01,7.171950111966837182e-01,6.023602159945401491e-01,6.362278514380119709e-01,9.193651894943252190e-01,7.891756861113374821e-01,6.444371690549419718e-01,9.785072492075170825e-01,2.819603412326247005e-01,4.317839636813449733e-01,4.385144263700669898e-01,7.573007632418664592e-01,4.092010460405579586e-01,7.141475639757386418e-01,2.403090883453959936e-01,6.193207389122098450e-01,9.486503118332746398e-01
4.762484647798143067e-01,3.313538427295659172e-02,6.106407542902922980e-01,8.497258033914076858e-01,0.000000000000000000e+00,2.894331264687758365e-01,3.358109767877397456e-01,8.851711200225049758e-01,2.711922002389092201e-01,6.842533619537165546e-01,1.425647855412776055e-01,7.608279506944203296e-01,8.097972023793729157e-01,1.883496003593232437e-02,3.736774682059671449e-01,1.983633077060354966e-01,9.187913060957303424e-01,3.505449069899813086e-01,6.221776069995846870e-01,4.470468380395685726e-01,4.134710063392732504e-02,8.978935294789740507e-01,4.905996679296796836e-01,1.773484355865948547e-01,5.965244598620278449e-02,3.390983152391501276e-01,6.151174984776540677e-01,1.467304947392344960e-02,6.035951696781886033e-01,5.186881251311716845e-01,7.314511556111324975e-02,1.580767916297796116e-01,7.318409763973161564e-01,4.693328189146306340e-02,5.940385130674041836e-01,7.990076402088708285e-01,3.823649948108409635e-02,1.028539305371838353e-01,9.196203870288111037e-01,6.310222179109093998e-01,9.551597044514901214e-01,8.094678919837215991e-01,7.333279298596133700e-01,7.002585205984280803e-01,4.379306753602802971e-01,2.655801593022333318e-01,3.887603975180996541e-01,3.416326006411640748e-01,1.745094997610057153e-01,7.861608283362367944e-01,1.947052453862495591e-01,5.791401418472944540e-01,1.971467748690255428e-01,8.492903088423564562e-02,7.553667394109417899e-01,9.220771639451657009e-01,8.649733862745164759e-01,1.003864071864912777e-02,4.746955591829290499e-01,1.380828695412116280e-01,1.294098190564318962e-01,4.006176188658748805e-01,5.389771809876631181e-01,7.476623508499222748e-01,7.053227659149591267e-01,7.036199695513013497e-01,1.454340835370796503e-01,3.753281526139135016e-01,5.218670889837969673e-01,4.872875667006537626e-01,9.430130847733794175e-01,5.417289821677830908e-01,5.418637983332612595e-01,3.991321570196606494e-01,4.931099158012818284e-01,7.681157980996485835e-01,1.085577122887835255e-01,4.920228117876362939e-01,7.040856110355306896e-01,9.798524737819505059e-01,2.722839620043056019e-01,9.773142645154314634e-01,7.531226750525642499e-01
4.359583297462211737e-01,9.972896826307171558e-01,2.015069678968528510e-01,8.538616296933857486e-01,2.894331264687758365e-01,0.000000000000000000e+00,4.994455220539399942e-01,3.015967099572939292e-01,8.000023764172162766e-01,7.703194340551415831e-01,5.624839343141987413e-01,2.639769577987949312e-03,8.157917991652581247e-01,4.995601561145790459e-02,4.449862960977792881e-01,8.218105329243940993e-01,4.359509079311419955e-01,9.836683029185205873e-01,5.632255098715260866e-01,1.341561934964263791e-01,1.645565349131729027e-01,9.342934641022304643e-01,6.268319506910745575e-01,4.519446137982842115e-01,7.006377109500464551e-01,5.927481560555766249e-01,7.308276651153611247e-02,1.451237617237431943e-01,4.902465754725175984e-01,4.313556192675119805e-01,1.400332702011760633e-01,3.584212665030958034e-01,6.513224032683900822e-01,7.172408887744973205e-01,2.899913685648025652e-02,6.607124649556762597e-01,9.351428183977801289e-01,7.309125193137223642e-01,4.448295926236024433e-01,3.532170166712628179e-01,5.177373589317146862e-01,5.798486913275328059e-01,6.011327321724566630e-01,6.518158561331934830e-01,6.944217436942484722e-01,1.459981324256001134e-01,9.810338333344957862e-01,8.013077034312232616e-01,7.369621323763808629e-02,1.607465390031450614e-01,7.991028453568024270e-01,5.540052639148584923e-02,6.431041033073209290e-01,4.020246143084044155e-01,9.755681583024076176e-01,2.978458124891356640e-01,8.363144491962531957e-01,2.104022234563207583e-02,5.965326344947037285e-01,4.960703038368282636e-01,4.205049960874300830e-01,9.502860618946673554e-03,8.928449892997014636e-02,8.958489978924407682e-01,9.546878728847979501e-01,1.932339566593099800e-01,3.344894635254602733e-02,3.701014318689774818e-01,4.469621130131892217e-01,3.441134436431971810e-01,1.381843751215614535e-01,6.882786573935670837e-01,3.101893615935218396e-01,4.101683651262024721e-01,2.892888769470349786e-01,9.621107108207408443e-01,7.534541838410001580e-01,3.283217001064016038e-01,6.360104832231356919e-01,5.390044477404322132e-01,3.674500364462063295e-02,3.520881743199260061e-01,4.465235825595724739e-01
4.984718703484933844e-01,1.289367451640446305e-01,5.087404352509811156e-01,7.730809355105736635e-01,3.358109767877397456e-01,4.994455220539399942e-01,0.000000000000000000e+00,8.936948228022323359e-02,2.311244866769690542e-02,6.266588876554601839e-02,2.435631689809388822e-01,7.137310116014855543e-01,4.507269413536096891e-01,7.168425276040848448e-01,1.440009448886629961e-01,4.373102445052389209e-01,4.120793928792996219e-01,6.380639802097080038e-01,8.607065607790091999e-01,1.874722200373765135e-01,7.912155266677868282e-01,4.750848161303999895e-02,1.843507656125125127e-01,6.300958845351799509e-01,5.458671815022309026e-01,7.289598510749139004e-01,1.978419216217087717e-01,1.914904881626348088e-01,8.520413917950389049e-01,1.106682637782233636e-01,4.749834657833879037e-01,3.302223325827493561e-01,7.310081142320347114e-01,3.930953304366302525e-02,7.867652351651934772e-01,4.789824415670661528e-01,6.123667988826797526e-03,9.908519411594369775e-01,1.892282385862685823e-01,8.131144445965560186e-01,1.505271027688678265e-01,7.115388113330115560e-01,4.936470216647990128e-01,7.501255978133073432e-01,8.436070414264865702e-01,5.594841352171859850e-01,6.677190523720796245e-01,8.138546661665613247e-01,5.197491525684694302e-01,6.964355847935131960e-01,8.001205171955340090e-01,5.965927188036339590e-01,4.900601867420937285e-01,8.779016163928486938e-01,4.717180202557307300e-01,2.003116472454161689e-01,2.772079410376552255e-01,4.999414060371223378e-01,7.626563090780981158e-01,1.182299509245895441e-01,3.550017328916386106e-01,9.341768557158086628e-01,7.172637113780913065e-01,6.100420942552809977e-01,3.154237608412782112e-01,6.710853748839318289e-01,2.245372102763716349e-01,8.613963436953273600e-01,7.182552344732850980e-01,7.706565553015409797e-03,2.520183256095952506e-01,8.531104880730027151e-01,5.961260496188671709e-01,1.049983811979423587e-01,5.795645932459695393e-01,8.342579358723186678e-01,1.238838754306104128e-02,3.072477681217439249e-01,3.827411464591267132e-01,8.075737594475373982e-01,1.570548975025287675e-03,1.444240578084687865e-02,4.015186214143775523e-01
6.464727673180953316e-01,9.236092882200366283e-01,6.064843279632659012e-02,6.707394719958397200e-01,8.851711200225049758e-01,3.015967099572939292e-01,8.936948228022323359e-02,0.000000000000000000e+00,7.733552638795014866e-01,6.644466744401359426e-01,2.445530558660971021e-01,6.997154966016114752e-01,8.228846447622752969e-01,3.473679686674686629e-01,8.837303748990968932e-01,6.002998122372275036e-01,6.880769210051125295e-01,8.288877530630150980e-01,5.152508794456100993e-02,8.621334767193832294e-01,7.330498492973748226e-01,6.947709421909006311e-01,5.920130448963333292e-01,2.355659465880566295e-03,2.839662535457867509e-01,3.943784178442811816e-01,4.563739052932649365e-01,8.843399344990053867e-01,3.693261381607974014e-01,4.216774827855866992e-01,3.218991363313061793e-02,7.456268864242499017e-01,2.346659853393044948e-01,7.204062091208791596e-01,3.230302691335573684e-02,9.222748978805118680e-01,8.016274704437222898e-01,6.510614344063255787e-01,9.501712925423763112e-01,4.413407247793378341e-01,5.179462010357464008e-01,7.179844959622975198e-01,9.962185209730762825e-01,6.378023012637912270e-02,4.503370071261849628e-01,5.930097956865922892e-01,8.021982190475039909e-01,4.247271131553380652e-01,6.726816419639558564e-02,6.416261758035776142e-01,9.335556054479093868e-01,1.460754099822988428e-01,5.368841731393412253e-01,1.283671376553385812e-02,2.398348783158886777e-01,5.418704602032120565e-02,1.351886434646066837e-01,5.338906325469073844e-01,6.696937361646996267e-01,1.244328765448267093e-01,7.750080100602108057e-01,9.653307871465959256e-01,6.501064226332701201e-01,7.004412040891422331e-01,2.740915663054765972e-01,6.263364525113114256e-01,8.316889915351821649e-01,8.858926810543421571e-02,5.481813490394251698e-01,4.198895285030873614e-01,9.223357813336082733e-01,4.247492012594606958e-01,9.996573584996377715e-01,3.299757105259120138e-01,2.320227273564470227e-01,8.178683759185109148e-01,1.911133502188411271e-02,9.368382328842156381e-01,8.611306632533408667e-01,7.392306335506888537e-01,3.981063865255596301e-02,9.068817970374275506e-01,5.784972426289699543e-01
7.846890900696051885e-01,8.147578772821493232e-01,1.529905638688834335e-01,1.733507342260542927e-01,2.711922002389092201e-01,8.000023764172162766e-01,2.311244866769690542e-02,7.733552638795014866e-01,0.000000000000000000e+00,8.260942345889636940e-01,4.338456202826362906e-01,4.362616589422116942e-01,6.381672892725244184e-01,3.807438783295802320e-02,3.673999453885357092e-01,2.252860808794887593e-01,7.680496186481424736e-01,7.790523791834141898e-01,3.138333064779647019e-01,6.902397209907704667e-01,8.060406294160862295e-01,2.335965225688315661e-01,7.784026200391891415e-01,8.652735775615125746e-01,9.323632053662470609e-01,1.796477070503201823e-01,5.625791293546983374e-01,3.807766571887403195e-01,1.924788991921126957e-01,3.120751609263635595e-01,9.262093929557231320e-01,3.731164524362947654e-01,6.164656303022949535e-01,2.180966199120607518e-01,9.942956172515972080e-01,9.263519490800217193e-01,3.624515864815630595e-01,7.819636179592990288e-01,3.507485702935450034e-01,6.627973360013522663e-01,2.396842707218056479e-01,1.088199283480137947e-01,3.950850232267545392e-01,1.939595650726119169e-01,1.917005020716026076e-01,6.182597554850798316e-01,5.666296330694799988e-01,2.550601976280625349e-01,4.912950493953472941e-01,5.397320030498280463e-01,5.057633853999485840e-01,5.208688221639791172e-01,6.329054666618035840e-01,7.454749636262300028e-01,4.459256248622094354e-01,9.475271427723710449e-01,3.719604845032743468e-01,7.328458541734227394e-01,8.272451928054173065e-01,2.923656568429676694e-01,4.317402045056929483e-01,7.674717455833912627e-01,4.437166738653276488e-01,8.161236339511529492e-01,5.447681600577558569e-02,5.711604215469744394e-01,1.397125322101745448e-01,6.412441496538241470e-01,5.690367281619834738e-02,2.406749438216355674e-01,7.514142331321254087e-01,4.359257212872900134e-01,3.099316951403904286e-01,8.574879229276484160e-01,4.110539107586542729e-01,6.910474028680747560e-01,6.164697948222944701e-01,7.450739850278734755e-01,5.197661805658304601e-02,7.468840002795795741e-03,8.664214627646661393e-01,4.530702073532968388e-01,2.661927629481398716e-01
9.561222642538959038e-01,5.009420225380796232e-01,7.115670833821039487e-01,2.509541915100262921e-01,6.842533619537165546e-01,7.703194340551415831e-01,6.266588876554601839e-02,6.644466744401359426e-01,8.260942345889636940e-01,0.000000000000000000e+00,9.122674105624053453e-01,8.620953524487738884e-01,5.021477477003848389e-01,7.244755333213259707e-02,9.495839927706815065e-01,4.872928370884610505e-02,4.734753788466286029e-01,2.847587577621519817e-01,8.122308774846833668e-01,7.466384100552315717e-01,9.208009115445059400e-01,9.908415928510830861e-01,5.800227197193769113e-01,8.062104862857371046e-01,9.630522575360933590e-01,1.485024446975035106e-01,3.169731737322618592e-01,6.702795806726250527e-01,6.506204859285280584e-01,4.994341342407557782e-01,9.513131846537619118e-01,3.669260227898966109e-01,4.222256720737240787e-01,3.348536949033751320e-01,7.889430786913858018e-01,1.842798012838154920e-01,2.351441975588072220e-01,4.845493888021676909e-01,7.757159781371616436e-01,4.690001914410604211e-01,4.451992065938620291e-01,5.110213047887776083e-01,6.742749628284222529e-01,2.157752611036323209e-01,8.777744882287316086e-01,5.056710728822293444e-01,1.880820900795068251e-01,4.904507638506000466e-01,2.868128302121749629e-01,8.899423564956926436e-01,5.908321731609156302e-03,7.233340471449576370e-01,8.667109670159064416e-01,1.291302122003719077e-01,2.848305581849103207e-01,2.400532140853859353e-01,3.934318178008582301e-01,9.877807461984671189e-01,9.787448833861771558e-01,7.076822037676098187e-01,8.854141477475740984e-02,1.201414749925064918e-01,7.312424275873207202e-01,3.814763125272474520e-01,3.204224594526832171e-01,8.784754166690843524e-01,5.649492440788527192e-01,3.157013357754828720e-01,9.548179638739585640e-01,3.233253714767092557e-02,1.047632731507530668e-01,3.336523934192887619e-01,9.788195711434108937e-01,5.515280779944289336e-01,7.533115270738092173e-01,7.907180505570612361e-01,8.135498143129924475e-01,5.548342299503622455e-01,4.012456857350330530e-01,9.512730924105993191e-01,9.053601534016856300e-01,5.636684607074043951e-01,5.901499619486685333e-01
